청구일,종목명,상태,자본금(백만),매출액(백만),당기순이익(백만),주간사,주업종,수요예측일,희망공모가(원),확정공모가,공모금액(백만),예측일,공모희망가(원),공모가(원),공모금액(백만원),기관경쟁률,의무보유확약,공모주일정,희망공모가,청약경쟁률,분석,신규상장일,현재가(원),전일비(%),공모가대비등락률(%),시초가(원),시초/공모(%),첫날종가(원),
2020/04/23,비나텍,상장,"2,435","42,763","4,405",대신증권,일차전지 및 축전지 제조업,2020.09.07~09.08,"27,000~32,000","33,000","19,800",2020.09.07,"27,000~32,000","33,000","19,800",1098.10:1,22.47%,2020.09.14~09.15,"27,000~32,000",1386.85:1,,2020/09/23,"37,800",-6.20%,14.55%,"44,000",33.33%,"40,750",
2020/04/21,영림원소프트랩,상장,"4,065","37,899","4,127",미래에셋대우,시스템 소프트웨어 개발 및 공급업,2020.07.27~07.28,"9,500~11,500","11,500","16,150",2020.07.27,"9,500~11,500","11,500","16,150",1269.3:1,4.30%,2020.08.03~08.04,"9,500~11,500",2493.57:1,,2020/08/12,"10,000",-0.99%,-13.04%,"17,600",53.04%,"13,650",
2020/04/20,에임시스템,철회,"1,344","62,510","6,600",KB증권,소프트웨어 개발 및 공급업,,,,,,,,,,,,,,,,,,,,,,
2020/04/17,이오플로우,상장,"1,113",0,"-9,389",하나금융투자,의료용 기기 제조업,2020.08.27~08.28,"18,000~21,000","19,000","25,200",2020.08.27,"18,000~21,000","19,000","25,200",150.87:1,14.83%,2020.09.03~09.04,"18,000~21,000",686.71:1,,2020/09/14,"23,700",-1.66%,24.74%,"21,750",14.47%,"20,000",
2020/04/17,명신산업(유가),상장,"22,028","775,740","33,843","미래에셋대우,현대차증권",자동차 신품 부품 제조업,,,,,,,,,,,,,,,,,,,,,,
2020/04/17,미래에셋대우스팩5호,상장,506,0,0,미래에셋대우,기타 금융업,2020.08.10~08.11,"2,000~2,000","2,000","9,400",2020.08.10,"2,000~2,000","2,000","9,400",,-,2020.08.18~08.19,"2,000~2,000",5.78:1,,2020/08/28,"2,100",0.00%,5%,"2,000",0%,"2,010",
2020/04/14,제놀루션,상장,"1,939","3,951",-287,신영증권,기초 의약물질 및 생물학적 제제,2020.07.08~07.09,"12,000~14,000","14,000","9,600",2020.07.08,"12,000~14,000","14,000","9,600",1161.09:1,21.36%,2020.07.14~07.15,"12,000~14,000",894.67:1,,2020/07/24,"12,850",-4.81%,-8.21%,"28,000",100%,"24,750",
2020/04/14,피플바이오,상장,"2,752",895,"-4,001",키움증권,"물리, 화학 및 생물학 연구개발업",2020.09.23~09.24,"25,000~30,000","20,000","12,500",2020.09.23,"25,000~30,000","20,000","12,500",40.4:1,-,2020.10.07~10.08,"25,000~30,000",51.08:1,,2020/10/19,"11,400",-4.60%,-43%,"18,000",-10%,"23,400",
2020/04/14,퀀타매트릭스,상장,"7,294",811,"-63,811",미래에셋대우,의료용 기기 제조업,2020.11.25~11.26,"19,700~25,500","25,500","33,627",2020.11.25,"19,700~25,500","25,500","33,627",185.56:1,4.60%,2020.11.30~12.01,"19,700~25,500",167.87:1,,2020/12/09,"8,420",-7.47%,-66.98%,"25,050",-1.76%,"24,100",
2020/04/14,와이팜,상장,"16,713","125,429","11,334",엔에이치투자증권,전자부품 제조업,,,,,,,,,,,,,,,,,,,,,,
2020/04/14,엔에이치스팩16호,상장,431,0,0,엔에이치투자증권,금융 지원 서비스업,,,,,,,,,,,,,,,,,,,,,,
2020/04/13,한국파마,상장,"5,453","66,136","5,528",미래에셋대우,의약품 제조업,,,,,,,,,,,,,,,,,,,,,,
2020/04/10,에스엘에스바이오,철회,"3,414","7,420",627,하나금융투자,"기타 전문, 과학 및 기술 서비스업",,,,,,,,,,,,,,,,,,,,,,
2020/04/09,엠투아이,상장,839,"24,715","6,003",미래에셋대우,"측정, 시험, 항해, 제어 및 기타",2020.07.09~07.10,"15,600~18,900","15,600","52,026",2020.07.09,"15,600~18,900","15,600","52,026",61.70:1,1.60%,2020.07.16~07.17,"15,600~18,900",176.83:1,,2020/07/29,"9,500",-4.43%,-39.1%,"18,850",20.83%,"15,900",
2020/04/06,하나금융스팩16호,상장,51,0,0,하나금융투자,금융 지원 서비스업,2020.07.07~07.08,"2,000~2,000","2,000","2,800,000",2020.07.07,"2,000~2,000","2,000","2,800,000",,-,2020.07.14~07.15,"2,000~2,000",5.51:1,,2020/07/23,"2,110",-0.24%,5.5%,"2,020",1%,"2,020",
2020/03/31,더네이쳐홀딩스,상장,"3,591","235,344","16,142",한국투자증권,"섬유, 의복, 신발 및 가죽제품 소",2020.07.08~07.09,"45,000~50,000","46,000","54,000",2020.07.08,"45,000~50,000","46,000","54,000",97.21:1,8.46%,2020.07.15~07.16,"45,000~50,000",151.9:1,,2020/07/27,"27,700",-3.48%,-39.78%,"41,400",-10%,"43,000",
2020/03/26,티에스아이,상장,"3,894","60,918","-12,175",한국투자증권,특수 목적용 기계 제조업,2020.07.06~07.07,"7,500~9,500","10,000",500,2020.07.06,"7,500~9,500","10,000",500,1283.73:1,4.97%,2020.07.13~07.14,"7,500~9,500",1621.1:1,,2020/07/22,"11,850",-3.66%,18.5%,"20,000",100%,"17,200",
2020/03/25,IBKS스팩13호,상장,517,0,0,IBK투자증권,금융 지원 서비스업,,,,,,,,,,,,,,,,,,,,,,
2020/03/25,IBKS스팩14호,상장,433,0,0,IBK투자증권,기타 금융업,,,,,,,,,,,,,,,,,,,,,,
2020/03/18,셀레믹스,상장,"3,902","5,141","-2,256",대신증권,기초 의약물질 및 생물학적 제제,2020.08.03~08.04,"16,100~20,000","20,000","21,252",2020.08.03,"16,100~20,000","20,000","21,252",1203.41:1,5.41%,2020.08.10~08.11,"16,100~20,000",1176.45:1,,2020/08/21,"10,950",-7.20%,-45.25%,"24,900",24.5%,"25,800",
2020/03/06,에이프로,상장,"3,440","67,358","7,578",엔에이치투자증권,"전동기, 발전기 및 전기 변환 ·",,,,,,,,,,,,,,,,,,,,,,
2020/03/04,이베스트스팩5호,상장,362,0,0,이베스트투자증권,금융 지원 서비스업,2020.05.06~05.07,"2,000~2,000","2,000",-,2020.05.06,"2,000~2,000","2,000",-,,-,2020.05.11~05.12,"2,000~2,000",0.21:1,,2020/05/20,"2,085",-1.42%,4.25%,"2,000",0%,"2,000",
2020/02/28,솔트룩스,상장,"2,515","15,335",145,한국투자증권,시스템 소프트웨어 개발 및 공급업,2020.07.07~07.08,"24,000~30,000","25,000","18,000",2020.07.07,"24,000~30,000","25,000","18,000",528.17:1,5.58%,2020.07.13~07.14,"24,000~30,000",953.53:1,,2020/07/23,"15,550",-3.12%,-37.8%,"40,000",60%,"34,300",
2020/02/27,와이디생명과학,철회,"9,503","27,677","-10,069","엔에이치투자증권,삼성증권",자연과학 및 공학 연구개발업,,,,,,,,,,,,,,,,,,,,,,
2020/02/17,피에이치파마,철회,"4,482",0,"-38,957","한국투자증권,KB증권",자연과학 및 공학 연구개발업,,,,,,,,,,,,,,,,,,,,,,
2020/02/13,젠큐릭스,상장,"2,696",267,"-5,649",미래에셋대우,의료용품 및 기타 의약 관련제품,2020.06.10~06.11,"22,700~26,100","22,700","22,700",2020.06.10,"22,700~26,100","22,700","22,700",77.03:1,-,2020.06.15~06.16,"22,700~26,100",12.35:1,,2020/06/25,"14,200",-6.58%,-37.44%,"25,100",10.57%,"21,650",
2020/02/12,원방테크,상장,"2,147","118,882","14,592",미래에셋대우,일반 목적용 기계 제조업,2020.09.08~09.09,"43,000~54,300","54,300","55,156",2020.09.08,"43,000~54,300","54,300","55,156",406.8:1,3.20%,2020.09.15~09.16,"43,000~54,300",348.77:1,,2020/09/24,"13,750",0.73%,-74.68%,"48,900",-9.94%,"43,700",
2020/02/10,와이더플래닛,상장,"3,381","34,760","-1,452",한국투자증권,소프트웨어 개발 및 공급업,2021.01.18~01.19,"12,000~15,000","16,000","12,000",2021.01.18,"12,000~15,000","16,000","12,000",1449.22:1,9.59%,2021.01.25~01.26,"12,000~15,000",1357.98:1,,2021/02/03,"16,700",-2.05%,4.38%,"24,900",55.63%,"20,000",
2020/01/22,이루다,상장,"3,532","17,779","2,031",미래에셋대우,의료용 기기 제조업,2020.07.20~07.21,"7,500~9,000","9,000","13,500",2020.07.20,"7,500~9,000","9,000","13,500",1316.5:1,7.80%,2020.07.27~07.28,"7,500~9,000",3039.55:1,,2020/08/06,"9,780",-4.59%,8.67%,"18,000",100%,"17,650",
2020/01/20,마크로밀엠브레인,상장,"4,484","39,075","1,952",엔에이치투자증권,시장조사 및 여론조사업,,,,,,,,,,,,,,,,,,,,,,
2020/01/16,케이프이에스스팩4호,상장,300,0,0,케이프투자증권,기타 금융업,,,,,,,,,,,,,,,,,,,,,,
2019/12/19,위더스제약,상장,"1,550","51,732","8,661","엔에이치투자증권,삼성증권",의약품 제조업,,,,,,,,,,,,,,,,,,,,,,
2019/12/18,캠시스글로벌,철회,"10,001",0,0,삼성증권,기타 금융업,,,,,,,,,,,,,,,,,,,,,,
2019/12/16,엘에스이브이코리아,철회,"18,313","56,055","2,296",한국투자증권,자동차 신품 부품 제조업,,,,,,,,,,,,,,,,,,,,,,
2019/12/12,신도기연,상장,"4,030","48,854","3,189",한국투자증권,특수 목적용 기계 제조업,2020.06.22~06.23,"14,000~16,000","16,000","18,200",2020.06.22,"14,000~16,000","16,000","18,200",1272.90:1,14.51%,2020.06.25~06.26,"14,000~16,000",955.01:1,,2020/07/06,"14,500",-2.03%,-9.38%,"32,000",100%,"22,400",
2019/12/05,신영스팩6호,상장,430,0,0,신영증권,금융 지원 서비스업,2020.01.29~01.30,"2,000~2,000","2,000",-,2020.01.29,"2,000~2,000","2,000",-,,-,2020.02.03~02.04,"2,000~2,000",2.08:1,,2020/02/12,"2,110",-0.24%,5.5%,"2,000",0%,"2,010",
2019/11/25,엔에이치프라임리츠(유가),상장,"9,330",0,0,"NH투자증권,키움증권,하나금융투",부동산업,,,,,,,,,,,,,,,,,,,,,,
2019/11/22,케이비스팩20호,상장,650,0,0,KB증권,금융 지원 서비스업,2020.01.13~01.14,"2,000~2,000","2,000","12,000",2020.01.13,"2,000~2,000","2,000","12,000",,-,2020.01.16~01.17,"2,000~2,000",1.19:1,,2020/01/30,"2,060",0.24%,3%,"2,000",0%,"2,000",
2019/11/13,에스씨엠생명과학,상장,"5,870",29,"-40,095",한국투자증권,의학 및 약학 연구개발업체,2020.06.02~06.03,"14,000~17,000","17,000","25,200",2020.06.02,"14,000~17,000","17,000","25,200",1032.17:1,7.70%,2020.06.08~06.09,"14,000~17,000",814.91:1,,2020/06/17,"14,000",-5.08%,-17.65%,"29,500",73.53%,"36,100",
2019/11/08,하나금융스팩15호,상장,471,0,0,하나금융투자,금융 지원 서비스업,2020.01.09~01.10,"2,000~2,000","2,000","9,000",2020.01.09,"2,000~2,000","2,000","9,000",,-,2020.01.16~01.17,"2,000~2,000",6.92:1,,2020/01/30,"2,145",1.18%,7.25%,"2,000",0%,"2,000",
2019/11/08,소마젠,상장,0,"21,214","-2,623",신한금융투자,"기타 전문, 과학 및 기술 서비스업",2020.06.22~06.23,"11,000~15,000","11,000","46,200",2020.06.22,"11,000~15,000","11,000","46,200",69.46:1,-,2020.06.29~06.30,"11,000~15,000",4.42:1,,2020/07/13,"7,080",-5.47%,-35.64%,"11,650",5.91%,"15,100",
2019/11/01,서울바이오시스,상장,"19,111","368,194","5,857",KB증권,반도체 제조업,2020.02.20~02.21,"6,500~7,500","7,500","13,000",2020.02.20,"6,500~7,500","7,500","13,000",1119:1,10.50%,2020.02.26~02.27,"6,500~7,500",942.70:1,,2020/03/06,"11,900",-4.80%,58.67%,"13,000",73.33%,"11,100",
2019/10/31,켄코아에어로스페이스,상장,"5,254","28,937","-9,409",엔에이치투자증권,"항공기,우주선 및 부품 제조업",,,,,,,,,,,,,,,,,,,,,,
2019/10/31,에스케이스팩6호,상장,571,0,0,SK증권,기타 금융업,2020.02.25~02.26,"2,000~2,000","2,000","11,000",2020.02.25,"2,000~2,000","2,000","11,000",,-,2020.03.02~03.03,"2,000~2,000",0.36:1,,2020/03/11,"2,075",-0.24%,3.75%,"2,025",1.25%,"2,010",
2019/10/30,한화플러스스팩1호,상장,471,0,0,한화투자증권,금융 지원 서비스업,2019.12.11~12.12,"2,000~2,000","2,000","8,000",2019.12.11,"2,000~2,000","2,000","8,000",,-,2019.12.16~12.17,"2,000~2,000",9.00:1,,2019/12/27,"2,370",2.16%,18.5%,"2,005",0.25%,"2,000",
2019/10/30,서남,상장,"10,182","4,854","-1,449",한국투자증권,기타 전기장비 제조업,2020.02.04~02.05,"2,700~3,100","3,100","9,450",2020.02.04,"2,700~3,100","3,100","9,450",1228.4:1,5.21%,2020.02.10~02.11,"2,700~3,100",881.6:1,,2020/02/20,"3,320",-1.78%,7.1%,"3,900",25.81%,"4,750",
2019/10/29,엔에이치스팩15호,상장,654,0,0,엔에이치투자증권,금융 지원 서비스업,,,,,,,,,,,,,,,,,,,,,,
2019/10/29,엘이티,상장,"4,427","40,933","7,172",미래에셋대우,특수 목적용 기계 제조업,2020.06.04~06.05,"6,400~7,800","7,800","14,060",2020.06.04,"6,400~7,800","7,800","14,060",1255.9:1,24.50%,2020.06.11~06.12,"6,400~7,800",1552.16:1,,2020/06/22,"18,950",-3.07%,142.95%,"15,600",100%,"20,250",
2019/10/25,위세아이텍,상장,"2,146","16,549","1,505",교보증권,소프트웨어 개발 및 공급업,2020.01.20~01.21,"10,000~11,200","12,000","8,500",2020.01.20,"10,000~11,200","12,000","8,500",1105.93:1,6.95%,2020.01.29~01.30,"10,000~11,200",1076.62:1,,2020/02/10,"15,150",-4.72%,26.25%,"13,900",15.83%,"12,400",
2019/10/25,유안타스팩6호,상장,684,0,0,유안타증권,금융 지원 서비스업,2019.12.03~12.04,"2,000~2,000","2,000","13,000",2019.12.03,"2,000~2,000","2,000","13,000",,-,2019.12.09~12.10,"2,000~2,000",0.37:1,,2019/12/19,"1,920",-6.34%,-4%,"2,005",0.25%,"2,000",
2019/10/25,하이스팩5호,상장,502,0,0,하이투자증권,금융 지원 서비스업,2019.12.05~12.06,"2,000~2,000","2,000","8,500",2019.12.05,"2,000~2,000","2,000","8,500",,-,2019.12.11~12.12,"2,000~2,000",0.37:1,,2019/12/23,"2,355",0.00%,17.75%,"2,000",0%,"2,005",
2019/10/25,SK바이오팜(유가),상장,"39,156","1,069","-142,139","한국투자증권,엔에이치투자증권",자연과학 및 공학 연구개발업,,,,,,,,,,,,,,,,,,,,,,
2019/10/18,센코어테크,철회,"2,919","94,382","11,029",삼성증권,건물 건설업,,,,,,,,,,,,,,,,,,,,,,
2019/10/18,엔피디,상장,"10,767","259,266","8,574",유안타증권,통신 및 방송 장비 제조업,2020.02.25~02.26,"5,400~6,300","5,400","40,770",2020.02.25,"5,400~6,300","5,400","40,770",307.50:1,8.78%,2020.03.03~03.04,"5,400~6,300",32.65:1,,2020/03/16,"2,845",-2.90%,-47.31%,"4,860",-10%,"3,775",
2019/10/15,롯데리츠(유가),상장,"85,984","2,003","1,518","한국투자증권,KB증권,삼성증권,",부동산업,,,,,,,,,,,,,,,,,,,,,,
2019/10/11,에스케이스팩5호,상장,431,0,0,SK증권,기타 금융업,2019.11.20~11.21,"2,000~2,000","2,000","8,000",2019.11.20,"2,000~2,000","2,000","8,000",,-,2019.11.25~11.26,"2,000~2,000",0.37:1,,2019/12/05,"2,065",0.00%,3.25%,"2,010",0.5%,"2,010",
2019/10/04,플레이디,상장,"6,413","34,711","6,038",KB증권,온라인 광고 대행,2020.02.24~02.25,"6,800~7,700","8,500","25,087",2020.02.24,"6,800~7,700","8,500","25,087",1270.7:1,7.55%,2020.03.02~03.03,"6,800~7,700",864.80:1,,2020/03/12,"6,310",-4.10%,-25.76%,"11,250",32.35%,"8,800",
2019/10/04,레몬,상장,"17,250","31,438","-2,377",미래에셋대우,화학섬유 제조업,,,,,,,,,,,,,,,,,,,,,,
2019/09/30,대신밸런스스팩8호,상장,561,0,0,대신증권,금융 지원 서비스업,2019.12.03~12.04,"2,000~2,000","2,000","10,000",2019.12.03,"2,000~2,000","2,000","10,000",,-,2019.12.09~12.10,"2,000~2,000",0.67:1,,2019/12/19,"2,675",0.00%,33.75%,"2,005",0.25%,"2,005",
2019/09/27,드림씨아이에스,상장,"2,709","19,200","3,417",엔에이치투자증권,의학 및 약학 연구개발업,,,,,,,,,,,,,,,,,,,,,,
2019/09/26,메탈라이프,상장,"1,732","19,270","3,742",한국투자증권,전자부품 제조업,2019.12.09~12.10,"10,500~13,000","13,000","7,350",2019.12.09,"10,500~13,000","13,000","7,350",1288.21,22.46%,2019.12.12~12.13,"10,500~13,000",1397.97:1,,2019/12/24,"11,800",-2.07%,-9.23%,"26,000",100%,"33,800",
2019/09/20,싸이버로지텍(유가),철회,"2,000","132,146","28,093",엔에이치투자증권,소프트웨어 개발 및 공급업,,,,,,,,,,,,,,,,,,,,,,
2019/09/18,유안타스팩5호,상장,593,0,0,유안타증권,금융 지원 서비스업,2019.11.13~11.14,"2,000~2,000","2,000","11,200",2019.11.13,"2,000~2,000","2,000","11,200",,-,2019.11.18~11.19,"2,000~2,000",0.2:1,,2019/11/28,"3,050",0.83%,52.5%,"2,145",7.25%,"2,010",
2019/09/16,IBKS스팩11호,상장,479,0,0,IBK투자증권,금융 지원 서비스업,,,,,,,,,,,,,,,,,,,,,,
2019/09/16,IBKS스팩12호,상장,312,0,0,IBK투자증권,금융 지원 서비스업,,,,,,,,,,,,,,,,,,,,,,
2019/09/06,제이엘케이인스펙션,상장,"1,489",363,"-6,277",한국투자증권,"컴퓨터 프로그래밍, 시스템 통합",2019.11.26~11.27,"11,000~14,500","9,000","22,000",2019.11.26,"11,000~14,500","9,000","22,000",69.81:1,-,2019.12.02~12.03,"11,000~14,500",8.49:1,,2019/12/11,"7,060",-8.31%,-21.56%,"8,500",-5.56%,"9,000",
2019/09/05,천랩,상장,"1,683","3,924","-3,135",한국투자증권,자연과학 및 공학 연구개발업,2019.12.12~12.13,"63,000~78,000","40,000","27,090",2019.12.12,"63,000~78,000","40,000","27,090",51.11:1,-,2019.12.17~12.18,"63,000~78,000",638.63:1,,2019/12/26,"39,150",-4.28%,-2.13%,"42,950",7.38%,"38,500",
2019/09/04,노브메타파마,철회,"4,481",891,"-13,177","엔에이치투자증권,삼성증권",자연과학 및 공학 연구개발업,,,,,,,,,,,,,,,,,,,,,,
2019/09/03,브릿지바이오테라퓨틱스,상장,"3,112",0,"-40,733","대신증권,KB증권",기초 의약물질 및 생물학적 제제,2019.12.09~12.10,"70,000~80,000","60,000","49,000",2019.12.09,"70,000~80,000","60,000","49,000",58.85:1,0.06%,2019.12.12~12.13,"70,000~80,000",33.52:1,,2019/12/20,"11,550",-4.55%,-80.75%,"62,400",4%,"54,300",
2019/08/30,피피아이,상장,"4,654","38,120","2,549",미래에셋대우,통신 및 방송 장비 제조업,2019.12.10~12.11,"6,000~7,000","7,000","6,000",2019.12.10,"6,000~7,000","7,000","6,000",997.33:1,2.47%,2019.12.16~12.17,"6,000~7,000",1147.7:1,,2019/12/26,"4,180",-5.00%,-40.29%,"11,000",57.14%,"9,630",
2019/08/30,티씨엠생명과학,철회,"1,633","3,598","-16,700",KB증권,자연과학 및 공학 연구개발업,,,,,,,,,,,,,,,,,,,,,,
2019/08/30,미래에셋대우스팩4호,상장,439,0,0,미래에셋대우,기타 금융업,2019.10.22~10.23,"2,000~2,000","2,000","8,150",2019.10.22,"2,000~2,000","2,000","8,150",,-,2019.10.28~10.29,"2,000~2,000",30.10:1,,2019/11/06,-,%,%,"2,000",0%,"2,000",
2019/08/30,신한스팩6호,상장,501,0,0,신한금융투자,기타 금융업,2019.10.14~10.15,"2,000~2,000","2,000","8,000",2019.10.14,"2,000~2,000","2,000","8,000",,-,2019.10.21~10.22,"2,000~2,000",83.89:1,,2019/10/31,-,%,%,"2,010",0.5%,"2,010",
2019/08/27,리메드,상장,"2,911","8,004","-7,381",한국투자증권,의료용 기기 제조업,2019.11.19~11.20,"14,500~16,500","13,000","8,700",2019.11.19,"14,500~16,500","13,000","8,700",24.76:1,-,2019.11.25~11.26,"14,500~16,500",92.69:1,,2019/12/06,"19,850",-6.37%,52.69%,"14,100",8.46%,"13,450",
2019/08/26,한화시스템(유가),상장,"551,151","1,128,925","41,242","한국투자증권,엔에이치투자증권","측정, 시험, 항해, 제어 및 기타",,,,,,,,,,,,,,,,,,,,,,
2019/08/26,신테카바이오,상장,"6,577",287,"-3,747",KB증권,소프트웨어 개발 및 공급업,,,,,,,,,,,,,,,,,,,,,,
2019/08/14,하나금융스팩14호,상장,441,0,0,하나금융투자,금융 지원 서비스업,2019.10.16~10.17,"2,000~2,000","2,000","8,000",2019.10.16,"2,000~2,000","2,000","8,000",,-,2019.10.23~10.24,"2,000~2,000",80.74:1,,2019/11/01,-,%,%,"2,000",0%,"2,005",
2019/08/13,메드팩토,상장,"5,048",0,"-37,578",삼성증권,자연과학 및 공학 연구개발업,2019.12.05~12.06,"34,000~43,000","40,000","51,374",2019.12.05,"34,000~43,000","40,000","51,374",86.41:1,13.83%,2019.12.10~12.11,"34,000~43,000",18.84:1,,2019/12/19,"34,500",-5.22%,-13.75%,"40,000",0%,"35,900",
2019/08/12,태웅로직스,상장,"1,765","24,394","7,318","IBK투자증권,비엔케이투자증권",기타 운송관련 서비스업,,,,,,,,,,,,,,,,,,,,,,
2019/08/09,메타넷엠플랫폼,철회,"9,713","2,527","11,707",미래에셋대우,기타 사업지원 서비스업,,,,,,,,,,,,,,,,,,,,,,
2019/08/02,페이레터,철회,"4,254","69,639","8,106",한국투자증권,소프트웨어 개발 및 공급업,,,,,,,,,,,,,,,,,,,,,,
2019/08/02,교보스팩9호,상장,388,0,0,교보증권,기타 금융업,2019.10.07~10.08,"2,000~2,000","2,000","6,900",2019.10.07,"2,000~2,000","2,000","6,900",,-,2019.10.14~10.15,"2,000~2,000",134.98:1,,2019/10/29,-,%,%,"2,010",0.5%,"2,010",
2019/08/02,대신밸런스스팩7호,상장,520,0,0,대신증권,금융 지원 서비스업,2019.09.24~09.25,"2,000~2,000","2,000","10,000",2019.09.24,"2,000~2,000","2,000","10,000",,-,2019.09.30~10.01,"2,000~2,000",39.52:1,,2019/10/11,-,%,%,"2,025",1.25%,"2,025",
2019/08/01,현대무벡스,철회,"7,609","176,507","7,245","NH투자증권,유안타증권","컴퓨터 프로그래밍, 시스템 통합",,,,,,,,,,,,,,,,,,,,,,
2019/07/26,유진스팩5호,상장,401,0,0,유진투자증권,금융 지원 서비스업,,,,,,,,,,,,,,,,,,,,,,
2019/07/25,라파스,상장,"4,095","9,725","-3,657",DB금융투자,자연과학 및 공학 연구개발업,2019.10.25~10.28,"24,000~29,000","20,000","38,400",2019.10.25,"24,000~29,000","20,000","38,400",202.06:1,-,2019.11.01~11.04,"24,000~29,000",813.16:1,,2019/11/11,"30,100",-7.67%,50.5%,"19,950",-0.25%,"18,050",
2019/07/25,미투젠,상장,0,0,0,미래에셋대우,소프트웨어 개발 및 공급업,2020.07.30~07.31,"21,000~27,000","27,000","67,183",2020.07.30,"21,000~27,000","27,000","67,183",1114.56:1,1.35%,2020.08.05~08.06,"21,000~27,000",1010.86:1,,2020/08/18,"18,700",-2.86%,-30.74%,"29,100",7.78%,"25,500",
2019/07/25,센트랄모텍(유가),상장,"4,200","313,342","4,469",한국투자증권,자동차 신품 부품 제조업,,,,,,,,,,,,,,,,,,,,,,
2019/07/25,에스제이그룹,상장,"1,647","68,630","3,531","엔에이치투자증권,IBK투자증권","가죽, 가방 및 유사제품 제조업",,,,,,,,,,,,,,,,,,,,,,
2019/07/24,제테마,상장,"4,064","11,208","-15,752",한국투자증권,의료용품 및 기타 의약 관련제품,,,,,,,,,,,,,,,,,,,,,,
2019/07/22,케이비스팩19호,상장,430,0,0,KB증권,금융 지원 서비스업,2019.09.16~09.17,"2,000~2,000","2,000","8,000",2019.09.16,"2,000~2,000","2,000","8,000",,-,2019.09.19~09.20,"2,000~2,000",177.51:1,,2019/09/30,-,%,%,"2,045",2.25%,"2,050",
2019/07/16,우양,상장,"1,425","107,437","3,933",미래에셋대우,"과실, 채소 가공 및 저장 처리업",2019.11.05~11.06,"3,800~4,200","4,200","13,680",2019.11.05,"3,800~4,200","4,200","13,680",1195.37:1,-,2019.11.11~11.12,"3,800~4,200",1037.31,,2019/11/20,"5,000",-6.54%,19.05%,"6,060",44.29%,"4,785",
2019/07/15,코리아에셋투자증권,상장,"31,940","165,962","5,507",신영증권,기타 금융업,2019.11.04~11.05,"8,000~10,000","10,000","12,800",2019.11.04,"8,000~10,000","10,000","12,800",945.66:1,2.25%,2019.11.11~11.12,"8,000~10,000",231.78,,2019/11/20,"10,000",-4.31%,0%,"9,900",-1%,"8,290",
2019/07/01,이시스코스메틱,철회,"8,276","105,045","6,496","미래에셋대우,엔에이치투자증권",기타 화학제품 제조업,,,,,,,,,,,,,,,,,,,,,,
2019/06/28,상상인이안스팩2호,상장,385,0,0,상상인증권,금융 지원 서비스업,2019.08.13~08.14,"2,000~2,000","2,000","6,500",2019.08.13,"2,000~2,000","2,000","6,500",540.20:1,-,2019.08.20~08.21,"2,000~2,000",265:1,,2019/08/30,-,%,%,"2,150",7.5%,"2,035",
2019/06/28,엔바이오니아,상장,"3,712","8,545",648,미래에셋대우,그외 기타 제품 제조업,2019.10.07~10.08,"8,200~10,300","8,200","9,102",2019.10.07,"8,200~10,300","8,200","9,102",425.80:1,3.80%,2019.10.14~10.15,"8,200~10,300",910.32:1,,2019/10/24,"11,750",-1.67%,43.29%,"10,700",30.49%,"12,100",
2019/06/24,티움바이오,상장,"11,594","1,129","-13,752",키움증권,자연과학 및 공학 연구개발업,,,,,,,,,,,,,,,,,,,,,,
2019/06/20,팡스카이,철회,"1,715","29,476","4,002",키움증권,소프트웨어 개발 및 공급업,,,,,,,,,,,,,,,,,,,,,,
2019/06/20,듀켐바이오,철회,"4,429","22,076","-8,872",엔에이치투자증권,의약품 제조업,,,,,,,,,,,,,,,,,,,,,,
2019/06/20,미래에셋대우스팩3호,상장,648,0,0,미래에셋대우,금융 지원 서비스업,2019.07.31~08.01,"2,000~2,000","2,000","12,300",2019.07.31,"2,000~2,000","2,000","12,300",,-,2019.08.07~08.08,"2,000~2,000",508:1,,2019/08/20,-,%,%,"2,120",6%,-,
2019/06/19,라온피플,상장,"5,089","21,764","6,250",미래에셋대우,반도체 제조업,2019.10.01~10.02,"14,000~17,000","14,000","28,329",2019.10.01,"14,000~17,000","14,000","28,329",330.36:1,1.50%,2019.10.10~10.11,"14,000~17,000",2.07:1,,2019/10/18,"13,850",-3.82%,-1.07%,"13,300",-5%,"15,550",
2019/06/10,한독크린텍,상장,"2,010","39,627","4,165",한국투자증권,일반 목적용 기계 제조업,2019.08.22~08.23,"13,300~15,100","15,100","9,310",2019.08.22,"13,300~15,100","15,100","9,310",1117.61:1,8.77%,2019.08.27~08.28,"13,300~15,100",728.28:1,,2019/09/05,"10,700",-5.31%,-29.14%,"24,500",62.25%,"19,250",
2019/06/05,지누스(유가),상장,"7,103","621,764","43,609",엔에이치투자증권,상품 종합 도매업,,,,,,,,,,,,,,,,,,,,,,
2019/06/04,노터스,상장,7,"36,308","3,747",대신증권,자연과학 및 공학 연구개발업,2019.11.07~11.08,"17,000~20,000","20,000","8,500",2019.11.07,"17,000~20,000","20,000","8,500",699.46:1,0.59%,2019.11.14~11.15,"17,000~20,000",22.31:1,,2019/11/27,"25,900",-1.15%,29.5%,"29,750",48.75%,"36,500",
2019/05/29,현대에너지솔루션(유가),상장,"56,000","347,623","18,614",한국투자증권,반도체 제조업,,,,,,,,,,,,,,,,,,,,,,
