청구일,종목명,상태,자본금(백만),매출액(백만),당기순이익(백만),주간사,주업종,수요예측일,희망공모가(원),확정공모가,공모금액(백만),예측일,공모희망가(원),공모가(원),공모금액(백만원),기관경쟁률,의무보유확약,공모주일정,희망공모가,청약경쟁률,분석,신규상장일,현재가(원),전일비(%),공모가대비등락률(%),시초가(원),시초/공모(%),첫날종가(원),
2007/04/19,빅솔론,상장,"1,965","41,634","3,402",교보증권,컴퓨터 입·출력장치 및 기타 주변,2007.08.03~-,"8,000~9,000","10,000","8,560",2007.08.03,"8,000~9,000","10,000","8,560",,81.99%,2007.08.07~08.08,"8,000~9,000",841:1,,2007/08/20,-,%,%,"12,000",20%,"10,200",
2007/04/13,제이엠텔레콤,상장,"2,567","42,722","4,326",대우증권,그외 기타 전자부품 제조업,2007.09.19~-,"5,000~6,000","5,700","11,400",2007.09.19,"5,000~6,000","5,700","11,400",,-,2007.10.02~10.04,"5,000~6,000",25:1,,2007/10/12,-,%,%,"5,700",0%,"6,550",
2007/04/13,오디텍,상장,"1,743","17,042","2,436",미래에셋증권,"다이오드, 트랜지스터 및 유사반도",2007.09.17~-,"8,300~10,300","10,000","10,000",2007.09.17,"8,300~10,300","10,000","10,000",,70.00%,2007.09.27~09.28,"8,300~10,300",316:1,,2007/10/08,-,%,%,"9,320",-6.8%,"9,080",
2007/04/06,상보,상장,"3,767","57,335","4,779",한화증권,액정표시장치 제조업,2007.09.11~-,"12,000~15,000","15,000","19,500",2007.09.11,"12,000~15,000","15,000","19,500",,55.30%,2007.09.17~09.18,"12,000~15,000",25:1,,2007/10/01,-,%,%,"16,500",10%,"14,100",
2007/04/05,연이정보통신,상장,"5,850","116,720","5,177",교보증권,방송 및 무선통신기기 제조업,2007.09.05~-,"3,500~4,000","4,000","13,200",2007.09.05,"3,500~4,000","4,000","13,200",,20.43%,2007.09.10~09.11,"3,500~4,000",257:1,,2007/09/19,-,%,%,"3,670",-8.25%,"3,120",
2007/04/02,넥스지,상장,"1,005","10,515","2,215",동부증권,"소프트웨어 자문, 개발 및 공급업",2007.07.24~-,"7,500~9,100","9,600","8,352",2007.07.24,"7,500~9,100","9,600","8,352",,86.36%,2007.08.08~08.09,"7,500~9,100",386:1,,2007/08/20,-,%,%,"12,000",25%,"10,200",
2007/03/29,푸른기술,상장,"1,500","20,537","1,748",한국투자증권,"기타 사무, 계산 및 회계용 기기",2007.08.31~-,"11,000~13,000","12,500","9,375",2007.08.31,"11,000~13,000","12,500","9,375",,-,2007.09.05~09.06,"11,000~13,000",989:1,,2007/09/14,-,%,%,"12,500",0%,"14,350",
2007/03/27,옴니시스템,상장,"2,264","17,180","2,164",한국투자증권,속도계 및 적산계기 제조업,2007.09.06~-,"5,500~6,500","6,500","7,359",2007.09.06,"5,500~6,500","6,500","7,359",,-,2007.09.10~09.11,"5,500~6,500",787:1,,2007/09/19,-,%,%,"7,160",10.15%,"6,090",
2007/03/27,웨이브일렉트로닉스,상장,"3,720","41,239","6,493",한국투자증권,방송 및 무선통신기기 제조업,2007.08.29~-,"9,300~10,300","10,000","24,800",2007.08.29,"9,300~10,300","10,000","24,800",,-,2007.09.03~09.04,"9,300~10,300",526:1,,2007/09/12,-,%,%,"10,100",1%,"8,600",
2007/03/26,아구스,상장,"2,183","22,255","5,094",미래에셋증권,"방송수신기 및 기타 영상, 음향기",2007.07.10~-,"11,000~13,000","14,500","17,600",2007.07.10,"11,000~13,000","14,500","17,600",,-,2007.07.18~07.19,"11,000~13,000",479:1,,2007/07/27,-,%,%,"19,850",36.9%,"16,950",
2007/03/26,에스엔케이폴리텍,상장,"2,765","12,480","3,331",키움증권,그외 기타 전자부품 제조업,2007.07.11~-,"6,500~7,500","8,900","15,405",2007.07.11,"6,500~7,500","8,900","15,405",,-,2007.07.19~07.20,"6,500~7,500",305:1,,2007/07/30,-,%,%,"12,500",40.45%,"14,350",
2007/03/22,아로마소프트,상장,"2,246","6,205","1,872",교보증권,"소프트웨어 자문, 개발 및 공급업",2007.07.06~-,"7,000~7,500","8,200","10,552",2007.07.06,"7,000~7,500","8,200","10,552",,-,2007.07.16~07.16,"7,000~7,500",837:1,,2007/07/25,-,%,%,"12,900",57.32%,"11,000",
2007/03/19,효성ITX(유가),상장,"4,349","116,753","3,139",삼성증권,텔레마케팅 서비스업,2007.10.09~-,"4,000~5,150","5,000","18,650",2007.10.09,"4,000~5,150","5,000","18,650",,-,2007.10.15~10.16,"4,000~5,150",454:1,,2007/10/25,-,%,%,"10,000",100%,"11,500",
2007/03/16,바로비젼,상장,"1,370","6,091","1,806",우리투자증권,"기타 소프트웨어 자문, 개발 및 공",2007.07.05~-,"7,000~8,500","8,900","7,420",2007.07.05,"7,000~8,500","8,900","7,420",,-,2007.07.11~07.12,"7,000~8,500",209.6:1,,2007/07/20,-,%,%,"12,000",34.83%,"11,700",
2007/03/14,디지텍시스템스,상장,"2,722","25,289","8,161",교보증권,컴퓨터 입·출력장치 및 기타 주변,2007.06.12~-,"18,500~22,500","21,000","30,622",2007.06.12,"18,500~22,500","21,000","30,622",,99.65%,2007.06.20~06.22,"18,500~22,500",128.61:1,,2007/07/04,-,%,%,"37,500",78.57%,"43,100",
2007/03/09,메모리앤테스팅,상장,"1,600","18,994","2,991",동양증권,물질 검사·측정 및 분석기구 제조,2007.06.26~-,"7,000~8,000","8,000","7,000",2007.06.26,"7,000~8,000","8,000","7,000",,-,2007.07.03~07.05,"7,000~8,000",1134:1,,2007/07/18,-,%,%,"15,900",98.75%,"13,550",
2007/03/07,바이오톡스텍,상장,"3,122","9,007","1,287",한화증권,의학 및 약학 연구 개발업,2007.09.05~-,"4,000~5,500","5,500","4,950",2007.09.05,"4,000~5,500","5,500","4,950",,56.78%,2007.09.12~09.13,"4,000~5,500",445:1,,2007/09/21,-,%,%,"7,900",43.64%,"9,080",
2007/02/28,엔텔스,상장,"1,245","26,339","2,144",한국증권,"기타 소프트웨어 자문, 개발 및 공",,,,,,,,,,,,,,,,,,,,,,
2007/02/26,컴투스,상장,"4,057","19,689","3,749",한국투자증권,게임 소프트웨어 제작업,2007.06.21~-,"8,000~10,300","12,000","12,800",2007.06.21,"8,000~10,300","12,000","12,800",,-,2007.06.27~06.28,"8,000~10,300",846.8:1,,2007/07/06,-,%,%,"24,000",100%,"20,400",
2007/02/16,넥스트칩,상장,"2,050","22,002","6,113",한국투자증권,전자집적회로 제조업,2007.05.31~-,"14,500~16,200","15,700","15,080",2007.05.31,"14,500~16,200","15,700","15,080",,89.50%,2007.06.12~06.14,"14,500~16,200",970.4:1,,2007/06/26,-,%,%,"31,400",100%,"26,700",
2007/02/16,에코프로,상장,"2,150","13,749","2,120",동양증권,기타 분류안된 화학제품 제조업,,,,,,,,,,,,,,,,,,,,,,
2007/02/15,삼성카드(유가),상장,"496,455","2,195,979","271,870",한국투자증권,신용카드 및 할부 금융업,2007.06.12~-,"40,000~45,000","48,000","48,000",2007.06.12,"40,000~45,000","48,000","48,000",,-,2007.06.18~06.21,"40,000~45,000",103:1,,2007/06/27,-,%,%,"62,200",29.58%,"61,200",
2006/12/14,동국제약,상장,"12,525","68,283","6,251",삼성증권,의약용 약제품 제조업,2007.05.08~-,"11,800~14,400","14,000","25,620",2007.05.08,"11,800~14,400","14,000","25,620",,99.95%,2007.05.15~05.17,"11,800~14,400",545.73:1,,2007/05/29,-,%,%,"28,000",100%,"32,200",
2006/12/06,풍강,상장,"3,000","44,612","2,890",서울증권,금속파스너 및 나사제품 제조업,2007.05.15~-,"3,600~4,100","3,700","10,660",2007.05.15,"3,600~4,100","3,700","10,660",,99.86%,2007.05.21~05.23,"3,600~4,100",826.64:1,,2007/06/01,-,%,%,"7,300",97.3%,"7,800",
2006/11/30,화풍방직(유가),상장,"72,836","74,283","10,777",대우증권,면사제조가공,2007.11.07~-,"5,212~5,212","5,600","33,600",2007.11.07,"5,212~5,212","5,600","33,600",,47.25%,2007.11.13~11.15,"5,212~5,212",151:1,,2007/11/26,-,%,%,"6,300",12.5%,"7,240",
2006/11/30,디아이씨(유가),상장,"7,570","223,319","9,102",동양증권,가공공작기계 제조업,2007.09.28~-,"55,000~65,000","63,000","41,326",2007.09.28,"55,000~65,000","63,000","41,326",,-,2007.10.10~10.11,"55,000~65,000",4.45:1,,2007/10/18,-,%,%,"61,000",-3.17%,"51,900",
2006/11/23,케이프,상장,"2,400","21,562","5,416",미래에셋증권,선박 구성부분품 제조업,2007.05.08~-,"14,500~16,500","18,000","31,500",2007.05.08,"14,500~16,500","18,000","31,500",,99.90%,2007.05.15~05.17,"14,500~16,500",591.2:1,,2007/05/29,-,%,%,"36,000",100%,"30,600",
2006/11/17,잘만테크,상장,"1,635","32,412","6,334",CJ투자증권,컴퓨터 입·출력장치 및 기타 주변,2007.04.26~-,"12,500~14,000","14,000","14,000",2007.04.26,"12,500~14,000","14,000","14,000",,99.97%,2007.05.08~05.10,"12,500~14,000",544.48:1,,2007/05/22,-,%,%,"24,000",71.43%,"24,100",
2006/10/27,한라레벨,상장,"2,100","15,248","2,496",대우증권,선박 구성부분품 제조업,2007.05.03~-,"8,000~9,000","8,600","15,480",2007.05.03,"8,000~9,000","8,600","15,480",,99.52%,2007.05.09~05.11,"8,000~9,000",602.61:1,,2007/05/22,-,%,%,"17,200",100%,"19,750",
2006/10/23,네오팜,상장,"1,850","10,041","2,465",삼성증권,화장품 제조업,2007.01.10~-,"7,500~9,200","8,000","88,000",2007.01.10,"7,500~9,200","8,000","88,000",,99.97%,2007.01.16~01.18,"7,500~9,200",524.61 : 1,,2007/01/30,-,%,%,"12,100",51.25%,"10,800",
2006/10/23,에버테크노,상장,"3,000","61,124","5,024",미래에셋증권,반도체 제조용 기계 제조업,2007.05.02~-,"4,500~5,500","5,200","10,400",2007.05.02,"4,500~5,500","5,200","10,400",,96.69%,2007.05.08~05.10,"4,500~5,500",456.95:1,,2007/05/22,-,%,%,"8,000",53.85%,"8,200",
2006/10/20,에프알텍,상장,"2,270","15,053","1,210",동양증권,방송 및 무선통신기기 제조업,2007.04.26~-,"3,000~3,800","3,300","3,828",2007.04.26,"3,000~3,800","3,300","3,828",,91.59%,2007.05.07~05.09,"3,000~3,800",888:1,,2007/05/18,-,%,%,"6,000",81.82%,"6,900",
2006/10/18,이엠텍,상장,"1,770","22,873","2,088",하나증권,그외 기타 전자부품 제조업,2007.04.12~-,"7,000~8,000","7,100","4,688",2007.04.12,"7,000~8,000","7,100","4,688",,-,2007.04.18~04.20,"7,000~8,000",700.5:1,,2007/05/02,-,%,%,"11,000",54.93%,"9,350",
2006/10/10,상신이디피,상장,"1,811","24,192","2,263",대한투자증권,축전지 제조업,2007.05.03~-,"6,300~7,300","7,000","7,000",2007.05.03,"6,300~7,300","7,000","7,000",,99.74%,2007.05.11~05.15,"6,300~7,300",587.08:1,,2007/05/23,-,%,%,"14,000",100%,"11,900",
2006/10/02,나노캠텍,상장,"1,838","11,836","2,511",한국증권,플라스틱 접착테이프 및 기타 표면,,,,,,,,,,,,,,,,,,,,,,
2006/10/02,오스템임플란트,상장,"5,730","72,155","9,665",한국증권,치과용 기기 제조업,,,,,,,,,,,,,,,,,,,,,,
2006/09/08,디앤티,상장,"1,994","25,421","1,828",동양증권,컴퓨터 입·출력장치 및 기타 주변,2006.12.04~-,"6,000~7,000","6,200","4,960",2006.12.04,"6,000~7,000","6,200","4,960",,53.33%,2006.12.11~12.13,"6,000~7,000",624.68 : 1,,2006/12/22,-,%,%,"9,100",46.77%,"7,740",
2006/09/01,켐트로닉스,상장,"1,604","84,258","3,715",교보증권,그외 기타전자부품제조업,2006.12.26~-,"9,000~11,000","9,500","9,215",2006.12.26,"9,000~11,000","9,500","9,215",,59.90%,2007.01.03~01.05,"9,000~11,000",143.19 : 1,,2006/01/17,-,%,%,"9,800",3.16%,"11,250",
2006/08/30,휴온스,상장,"2,838","38,628","5,626",한국증권,의약용 약제품 제조업,,,,,,,,,,,,,,,,,,,,,,
2006/08/21,이트레이드증권,상장,"56,000","50,278","7,940",한국증권,증권 중개업,,,,,,,,,,,,,,,,,,,,,,
2006/08/10,파트론,상장,"2,590","26,674","1,532",한국투자증권,그외 기타 전자부품 제조업,2006.11.27~-,"7,500~8,500","8,300","9,296",2006.11.27,"7,500~8,500","8,300","9,296",,99.40%,2006.11.29~12.01,"7,500~8,500",1071.3 : 1,,2006/12/13,-,%,%,"10,150",22.29%,"11,650",
2006/08/10,다사테크,상장,"1,006","14,932","2,953",한국투자증권,산업용 로봇 제조업,2006.11.17~-,"12,000~16,400","12,000","5,856",2006.11.17,"12,000~16,400","12,000","5,856",,98.41%,2006.11.22~11.24,"12,000~16,400",1416.29  : 1,,2006/12/05,-,%,%,"24,000",100%,"27,600",
2006/08/09,큐에스아이,상장,"3,109","15,176","4,304",한국증권,"다이오드, 트랜지스터 및 유사반도",,,,,,,,,,,,,,,,,,,,,,
2006/08/09,펜타마이크로,상장,"1,780","8,585","2,350",한화증권,전자집적회로 제조업,2006.11.29~-,"10,000~11,000","10,200","10,209",2006.11.29,"10,000~11,000","10,200","10,209",,99.55%,2006.12.05~12.07,"10,000~11,000",541.83 : 1,,2006/12/19,-,%,%,"14,000",37.25%,"11,900",
2006/07/28,에스에이티,상장,"1,065","12,206","1,736",키움증권,기기용 자동측정 및 제어장치 제조,2006.11.06~-,"5,500~6,500","5,200","4,524",2006.11.06,"5,500~6,500","5,200","4,524",,95.58%,2006.11.15~11.17,"5,500~6,500",965.69:1,,2006/11/28,-,%,%,"10,400",100%,"11,950",
2006/06/23,젯텍,상장,"1,380","9,158","1,455",미래에셋증권,반도체 제조용 기계 제조업,2006.12.19~-,"6,500~8,000","7,000","5,180",2006.12.19,"6,500~8,000","7,000","5,180",,92.88%,2006.12.26~12.28,"6,500~8,000",402.02 : 1,,2007/01/10,-,%,%,"8,500",21.43%,"9,770",
2006/06/22,신양엔지니어링,상장,"1,350","121,530","5,353",CJ투자증권,방송 및 무선통신기기 제조업,2006.12.04~-,"8,500~10,000","9,100","10,920",2006.12.04,"8,500~10,000","9,100","10,920",,99.28%,2006.12.12~12.14,"8,500~10,000",737.12 : 1,,2006/12/27,-,%,%,"9,400",3.3%,"10,800",
2006/06/20,비에이치,상장,"2,250","34,379","1,185",대우증권,인쇄회로판 제조업,2007.01.09~-,"5,500~6,500","4,600","5,175",2007.01.09,"5,500~6,500","4,600","5,175",,14.86%,2007.01.15~01.17,"5,500~6,500",278.56 : 1,,2007/01/26,-,%,%,"4,805",4.46%,"4,020",
2006/05/24,크레듀,상장,"2,164","41,940","6,506",한국증권,데이터베이스 및 온라인 정보제공,,,,,,,,,,,,,,,,,,,,,,
2006/05/17,유니테스트,상장,"1,528","39,506","10,537",동양증권,반도체 제조용 기계 제조업,2006.11.14~-,"23,000~26,000","22,000","168,225",2006.11.14,"23,000~26,000","22,000","168,225",,71.33%,2006.11.22~11.24,"23,000~26,000",659.01 : 1,,2006/12/05,-,%,%,"28,000",27.27%,"23,800",
2006/05/15,광진윈텍,상장,"2,755","34,347","3,055",신영증권,기타 자동차부품 제조업,2006.09.27~-,"2,400~2,800","2,600","6,474",2006.09.27,"2,400~2,800","2,600","6,474",,97.31%,2006.10.10~10.12,"2,400~2,800",903.07:1,,2006/10/20,-,%,%,"5,200",100%,"5,980",
2006/05/11,바텍,상장,"3,417","39,689","5,192",교보증권,방사선장치 제조업,2006.09.12~-,"7,000~9,000","6,700","11,457",2006.09.12,"7,000~9,000","6,700","11,457",,61.18%,2006.09.19~09.21,"7,000~9,000",481.62:1,,2006/09/28,-,%,%,"8,920",33.13%,"9,000",
2006/05/04,평산,상장,"5,000","140,301","16,810",미래에셋증권,금속단조제품 제조업,2006.08.01~-,"13,500~15,000","15,500","62,000",2006.08.01,"13,500~15,000","15,500","62,000",,99.82%,2006.08.08~08.10,"13,500~15,000",262 : 1,,2006/08/22,-,%,%,"24,400",57.42%,"21,400",
2006/05/04,동아엘텍,상장,"1,700","18,616","2,868",교보증권,반도체 제조용 기계 제조업,2006.12.12~-,"5,500~6,500","6,000","6,000",2006.12.12,"5,500~6,500","6,000","6,000",,63.54%,2006.12.18~12.20,"5,500~6,500",746.55 : 1,,2007/01/03,-,%,%,"7,020",17%,"6,250",
2006/05/03,제이티,상장,"2,266","20,053","2,024",한화증권,반도체 제조용 기계 제조업,2006.10.10~-,"2,700~3,700","2,700","3,078",2006.10.10,"2,700~3,700","2,700","3,078",,81.40%,2006.10.17~10.19,"2,700~3,700",621.81:1,,2006/10/27,-,%,%,"4,000",48.15%,"3,400",
2006/05/02,엠디에스테크놀로지,상장,"2,435","28,167","5,714",교보증권,"기타 소프트웨어 자문, 개발 및 공",2006.09.06~-,"13,000~16,000","13,000","15,990",2006.09.06,"13,000~16,000","13,000","15,990",,89.02%,2006.09.13~09.15,"13,000~16,000",341.19:1,,2006/09/26,-,%,%,"17,500",34.62%,"20,100",
2006/04/28,오스코텍,상장,"2,323","5,416","1,042",신흥증권,의료용품 및 기타 의약관련제품 제,,,,,,,,,,,,,,,,,,,,,,
2006/04/25,성창에어텍,상장,"1,850","24,734","1,555",동양증권,기타 자동차부품 제조업,2006.10.17~-,"3,300~4,000","3,400","5,440",2006.10.17,"3,300~4,000","3,400","5,440",,97.33%,2006.10.25~10.27,"3,300~4,000",611.74:1,,2006/11/03,-,%,%,"6,000",76.47%,"6,400",
2006/04/21,고려반도체시스템,상장,"2,133","22,633","3,052",한화증권,반도체 제조용 기계 제조업,2006.10.13~-,"6,050~7,150","5,500","6,050",2006.10.13,"6,050~7,150","5,500","6,050",,99.02%,2006.10.24~10.26,"6,050~7,150",409.69:1,,2006/11/08,-,%,%,"8,000",45.45%,"9,200",
2006/04/19,화신테크,상장,"3,600","21,687","3,139",대우증권,주형 및 금형 제조업,2006.10.27~-,"2,500~3,000","2,700","6,750",2006.10.27,"2,500~3,000","2,700","6,750",,99.94%,2006.10.31~11.02,"2,500~3,000",661.87:1,,2006/11/10,-,%,%,"5,400",100%,"6,210",
2006/04/14,용현비엠,상장,"1,500","28,767","3,367",동양증권,금속단조제품 제조업,2006.09.14~-,"8,000~9,000","9,000","11,700",2006.09.14,"8,000~9,000","9,000","11,700",,90.54%,2006.09.25~09.27,"8,000~9,000",896.38:1,,2006/10/10,-,%,%,"13,000",44.44%,"11,400",
2006/04/13,넥스턴,상장,"2,000","16,604","1,647",동양증권,금속 절삭가공기계 제조업,2006.10.12~-,"3,700~4,700","4,100","7,380",2006.10.12,"3,700~4,700","4,100","7,380",,98.71%,2006.10.23~10.25,"3,700~4,700",485.67:1,,2006/11/01,-,%,%,"4,600",12.2%,"5,290",
2006/04/12,티엘아이,상장,"2,508","28,793","8,466",미래에셋증권,전자집적회로 제조업,2006.07.04~-,"12,000~15,000","11,400","11,258",2006.07.04,"12,000~15,000","11,400","11,258",,32.10%,2006.07.11~07.13,"12,000~15,000",407.16 : 1,,2006/07/25,-,%,%,"11,000",-3.51%,"9,820",
2006/04/06,엘씨텍,상장,"3,200","12,871","1,468",신영증권,방송 및 무선통신기기 제조업,2006.07.20~-,"1,600~2,100","1,500","2,400",2006.07.20,"1,600~2,100","1,500","2,400",,52.74%,2006.07.26~07.28,"1,600~2,100",896.95 : 1,,2006/08/08,-,%,%,"3,000",100%,"3,450",
2006/03/31,온미디어,상장,"51,898",0,0,삼성증권,방송업,,,,,,,,,,,,,,,,,,,,,,
2006/03/24,엑스씨이,상장,"1,600","9,966","2,060",동양증권,"기타 소프트웨어 자문, 개발 및 공",2006.07.04~-,"7,500~8,500","7,500","6,000",2006.07.04,"7,500~8,500","7,500","6,000",,63.78%,2006.07.11~07.13,"7,500~8,500",4.71 : 1,,2006/07/21,-,%,%,"6,900",-8%,"6,850",
2006/03/17,한국컴퓨터,상장,"6,000","47,464","2,542",교보증권,컴퓨터 입·출력장치 및 기타 주변,2006.11.21~-,"20,000~25,000","23,500","12,102",2006.11.21,"20,000~25,000","23,500","12,102",,99.95%,2006.11.29~12.01,"20,000~25,000",708.09 : 1,,2006/12/13,-,%,%,"37,000",57.45%,"42,550",
2006/03/17,트라이콤,상장,"1,205","36,273","2,521",굿모닝신한증권,컴퓨터 및 패키지소프트웨어 도매,2006.06.20~-,"6,000~7,000","4,800","4,992",2006.06.20,"6,000~7,000","4,800","4,992",,5.36%,2006.07.12~07.14,"6,000~7,000",10.57 : 1,,2006/07/25,-,%,%,"4,320",-10%,"3,675",
2006/03/17,에이치앤티,상장,"2,989","141,832","7,600",교보증권,컴퓨터 입·출력장치 및 기타 주변,2006.06.09~-,"7,000~9,000","6,800","13,600",2006.06.09,"7,000~9,000","6,800","13,600",,-,2006.06.19~06.21,"7,000~9,000",4.42 : 1,,,,,,,,,
2006/03/15,지오텔,상장,"1,380","15,063","2,108",한국증권,"기타 소프트웨어 자문, 개발 및 공",2006.07.13~-,"10,000~11,000","9,800","6,762",2006.07.13,"10,000~11,000","9,800","6,762",,31.04%,2006.07.19~07.21,"10,000~11,000",30 : 1,,2006/08/01,-,%,%,"9,250",-5.61%,"7,870",
2006/03/10,동우,상장,"8,000","89,170","7,694",대신증권,도축업,2006.05.30~-,"3,700~4,800","3,000","20,580",2006.05.30,"3,700~4,800","3,000","20,580",,-,2006.06.12~06.14,"3,700~4,800",4.81 : 1,,,,,,,,,
2006/03/07,오엘케이,상장,"2,175","26,162","2,227",한국투자증권,반도체 제조용 기계 제조업,,,,,,,,,,,,,,,,,,,,,,
2006/03/03,포인트아이,상장,"1,070","10,731","1,228",교보증권,"기타 소프트웨어 자문, 개발 및 공",2006.06.08~-,"9,000~10,000","7,300","3,905",2006.06.08,"9,000~10,000","7,300","3,905",,-,2006.06.14~06.16,"9,000~10,000",74.84 : 1,,,,,,,,,
2006/02/24,이녹스,상장,"2,710","21,416","3,535",한국증권,그외 기타 전자부품 제조업,,,,,,,,,,,,,,,,,,,,,,
2006/02/22,사이버패스,상장,"3,351","19,240","1,132",교보증권,"기타 소프트웨어 자문, 개발 및 공",2006.06.13~-,"5,500~7,500","5,200","6,240",2006.06.13,"5,500~7,500","5,200","6,240",,-,2006.06.21~06.23,"5,500~7,500",16.36 : 1,,2006/07/04,-,%,%,"4,860",-6.54%,"4,140",
2006/01/31,인포뱅크,상장,31,"19,553",718,동양증권,"기타 소프트웨어 자문, 개발 및 공",2006.06.15~-,"6,000~7,000","4,600","7,424",2006.06.15,"6,000~7,000","4,600","7,424",,-,2006.06.21~06.23,"6,000~7,000",34.02 : 1,,2006/07/04,-,%,%,"4,610",0.22%,"3,920",
2006/01/25,롯데관광개발,상장,"3,500",0,0,우리투자증권,일반 및 국제 여행사업,,,,,,,,,,,,,,,,,,,,,,
2006/01/19,제이브이엠,상장,"2,215","19,927","4,473",교보증권,포장기 및 용기세척기 제조업,2006.05.15~-,"14,000~18,000","17,000","32,300",2006.05.15,"14,000~18,000","17,000","32,300",,-,2006.05.24~05.26,"14,000~18,000",55.91: 1,,,,,,,,,
2005/12/26,진바이오텍,상장,"2,110","9,608",553,한국투자증권,사료 제조업,2006.04.07~-,"4,500~6,500","5,000","7,050",2006.04.07,"4,500~6,500","5,000","7,050",,-,2006.04.17~04.19,"4,500~6,500",1012.73  : 1,,,,,,,,,
2005/12/22,미디어플렉스,상장,"21,887","55,775","4,412",한국1,영화 배급업,,,,,,,,,,,,,,,,,,,,,,
2005/12/15,팅크웨어,상장,"2,546","20,592","1,533",한국1,방송 및 무선통신기기 제조업,,,,,,,,,,,,,,,,,,,,,,
2005/11/30,주연테크(유가),상장,"1,000","312,220","6,035",하나증권,컴퓨터제조업,2006.10.20~-,"6,000~8,000","6,400","27,520",2006.10.20,"6,000~8,000","6,400","27,520",,99.96%,2006.10.31~11.02,"6,000~8,000",533.25:1,,2006/11/15,-,%,%,"10,200",59.38%,"11,700",
2005/11/30,아비스타(거),상장,"3,500",0,0,대우증권,의류제조,,,,,,,,,,,,,,,,,,,,,,
2005/11/18,롯데쇼핑,상장,"100,000",0,0,대우증권,백화점,,,,,,,,,,,,,,,,,,,,,,
2005/11/18,엔트로피,상장,"2,429","11,527","2,513",키움증권,반도체 제조용 기계 제조업,,,,,,,,,,,,,,,,,,,,,,
2005/11/15,씨앤비텍,상장,"2,077","27,300","1,453",한화증권,방송 및 무선통신기기 제조업,2006.05.17~-,"5,000~6,000","5,600","5,697",2006.05.17,"5,000~6,000","5,600","5,697",,-,2006.05.23~05.25,"5,000~6,000",98.14 : 1,,,,,,,,,
2005/11/01,미래에셋증권,상장,"112,800",0,0,삼성증권,증권 중개업,,,,,,,,,,,,,,,,,,,,,,
2005/10/28,제우스,상장,"3,300","108,138","17,996",교보증권,그외 기타 분류 안된 특수목적용,2006.01.12~-,"13,000~18,000","13,500","38,340",2006.01.12,"13,000~18,000","13,500","38,340",,-,2006.01.18~01.20,"13,000~18,000",291.13 : 1,,,,,,,,,
2005/10/14,덕산하이메탈,상장,"2,000","10,328","4,133",삼성증권,"다이오드, 트랜지스터 및 유사반도",2005.09.27~-,"7,500~10,000","9,000","15,480",2005.09.27,"7,500~10,000","9,000","15,480",,-,,,,,,,,,,,,
2005/10/14,오늘과내일,상장,"2,487","11,010",806,굿모닝신한,"기타 소프트웨어 자문, 개발 및 공",2005.12.27~-,"3,600~4,400","4,100","6,693",2005.12.27,"3,600~4,400","4,100","6,693",,-,2006.01.10~01.12,"3,600~4,400",490.17 : 1,,,,,,,,,
2005/09/30,모건코리아,상장,"3,002","12,135","1,106",신영증권,"탭, 밸브 및 유사장치 제조업",2006.01.12~-,"1,300~1,700","1,600","2,880",2006.01.12,"1,300~1,700","1,600","2,880",,-,2006.01.18~01.20,"1,300~1,700",765.11  : 1,,,,,,,,,
2005/09/30,모빌탑,상장,"1,370","8,227","1,207",한국1,"기타 소프트웨어 자문, 개발 및 공",,,,,,,,,,,,,,,,,,,,,,
2005/09/30,애강,상장,"8,042","54,069","11,178",한화증권,기타 건축용 플라스틱 조립제품 제,2006.03.22~-,"2,400~3,000","2,800","5,040",2006.03.22,"2,400~3,000","2,800","5,040",,-,2006.03.29~03.31,"2,400~3,000",835.64 : 1,,,,,,,,,
2005/09/15,윈포넷,상장,"1,204","19,097","2,830",미래에셋증권,"방송수신기 및 기타 영상, 음향기",2005.12.09~-,"8,000~9,000","8,600","8,539",2005.12.09,"8,000~9,000","8,600","8,539",,-,2005.12.14~12.16,"8,000~9,000",233.1 : 1,,,,,,,,,
2005/09/14,뉴프렉스,상장,"2,395","37,128","3,477",한국1,인쇄회로판 제조업,,,,,,,,,,,,,,,,,,,,,,
2005/09/08,디오스텍,상장,"1,950","16,457","1,078",미래에셋증권,광섬유 및 광학요소 제조업,2005.12.07~-,"5,000~5,700","6,200","6,324",2005.12.07,"5,000~5,700","6,200","6,324",,-,2005.12.13~12.15,"5,000~5,700",591.10 : 1,,,,,,,,,
2005/09/05,한국전자금융,상장,"9,000","72,448","4,171",현대증권,경비업,2006.06.26~-,"20,000~25,000","20,500","16,400",2006.06.26,"20,000~25,000","20,500","16,400",,99.66%,2006.07.04~07.06,"20,000~25,000",631 : 1,,2006/07/14,-,%,%,"32,950",60.73%,"28,050",
2005/09/02,글로벌스탠다드테크놀로지,상장,"1,409","14,414","1,287",우리투자증권,반도체 제조용 기계 제조업,2006.01.10~-,"5,000~6,000","5,800","5,461",2006.01.10,"5,000~6,000","5,800","5,461",,-,2006.01.18~01.20,"5,000~6,000",683.26  : 1,,,,,,,,,
2005/09/02,대봉엘에스,상장,"1,500","14,690","1,215",한국1,의약용 화합물 및 항생물질 제조업,,,,,,,,,,,,,,,,,,,,,,
2005/08/31,인천도시가스,상장,"14,000",0,0,대우증권,가스제조 및 배관 공급업,,,,,,,,,,,,,,,,,,,,,,
